reference,rotated,angle_deg,translation_x_px,translation_y_px,center_x_px,center_y_px,gain,offset,rmse,valid_fraction,initial_overlap_ncc,initial_phase_response,matrix_2x3
test.bmp,rotated_5deg.png,5.000344400674657,-80.73706320645171,111.32719546708438,1234.4495392651957,980.1912186135813,0.998827810671719,0.00032412676391911627,0.00184893900470008,0.7533333333333333,0.9998646825370192,0.7207680892944336,"[[0.996194174187053, 0.08716173079841537, -80.73706320645171], [-0.08716173079841537, 0.996194174187053, 111.32719546708438]]"
